time,id,low,high,open,close,volume,ret_etf
2020-01-01 01:00:00,BTC-USD,7147.18,7204.94,7149.26,7194.52,232.20326873,
2020-01-01 02:00:00,BTC-USD,7191.44,7218.42,7194.52,7217.0,189.93790294,0.003124600390296939
2020-01-01 03:00:00,BTC-USD,7193.34,7217.0,7217.0,7196.98,234.73978059,-0.00277400581959264
2020-01-01 04:00:00,BTC-USD,7183.85,7200.62,7196.99,7186.41,205.90872906,-0.0014686715816911722
2020-01-01 05:00:00,BTC-USD,7183.85,7199.0,7186.4,7197.31,120.59609582,0.0015167517578318357
2020-01-01 06:00:00,BTC-USD,7197.31,7207.87,7197.31,7201.46,131.51899975,0.0005766043146675504
2020-01-01 07:00:00,BTC-USD,7175.0,7209.15,7201.3,7185.91,53.59980251,-0.0021592843673367
2020-01-01 08:00:00,BTC-USD,7158.19,7185.91,7185.9,7181.99,71.49745551,-0.0005455119810852116
2020-01-01 09:00:00,BTC-USD,7170.01,7189.53,7181.99,7170.01,53.71043183,-0.0016680613590382976
2020-01-01 10:00:00,BTC-USD,7170.01,7187.55,7170.01,7182.33,31.27827458,0.0017182681753582507
2020-01-01 11:00:00,BTC-USD,7168.45,7215.0,7182.33,7174.26,120.12520738,-0.0011235908124521687
2020-01-01 12:00:00,BTC-USD,7174.27,7206.82,7174.27,7206.82,63.82391835,0.004538447170858051
2020-01-01 13:00:00,BTC-USD,7197.93,7210.84,7206.82,7200.4,60.01184369,-0.0008908228594581846
2020-01-01 14:00:00,BTC-USD,7188.91,7215.0,7200.01,7199.03,78.08757791,-0.00019026720737735925
2020-01-01 15:00:00,BTC-USD,7196.43,7238.14,7199.03,7214.31,198.12448662,0.002122508171239934
2020-01-01 16:00:00,BTC-USD,7195.02,7225.0,7213.34,7223.86,162.05030952,0.0013237579200227056
2020-01-01 17:00:00,BTC-USD,7204.96,7231.27,7224.99,7218.01,124.52960211,-0.0008098163585672502
2020-01-01 18:00:00,BTC-USD,7205.69,7229.37,7218.0,7218.3,222.31596403,4.017727877902999e-05
2020-01-01 19:00:00,BTC-USD,7199.61,7218.31,7218.3,7207.07,167.18158325,-0.001555767978610012
2020-01-01 20:00:00,BTC-USD,7200.0,7221.92,7207.06,7215.85,90.85722726,0.0012182481924001287
2020-01-01 21:00:00,BTC-USD,7204.53,7222.6,7215.85,7216.34,140.19214355,6.790606789208731e-05
2020-01-01 22:00:00,BTC-USD,7163.91,7217.0,7216.2,7177.01,198.44105178,-0.005450131229958632
2020-01-01 23:00:00,BTC-USD,7150.0,7177.58,7177.01,7174.33,149.04858016,-0.00037341455564365855
2020-01-02 00:00:00,BTC-USD,7160.0,7186.18,7174.33,7181.99,92.04082952,0.001067695519999745
