time,close,open,volume,signal,beta,kappa,xi,ret,ret_etf
2021-10-12 21:00:00,0.07415,0.07457,14577125.0,4.469952713423998,1.3505173917704323,33.263006647468295,0.003680573378646307,-0.005632291806356493,0.012675191577473433
2021-10-12 22:00:00,0.07295,0.07372,11659842.0,3.385775144632708,1.160406197689354,23.023557028464094,0.003523117194685331,-0.01618341200269713,0.0059329158298671025
2021-10-12 23:00:00,0.07484,0.07295,17543605.0,1.7061088347933138,1.077340074896294,20.520130037804435,0.003547584432995342,0.025908156271418736,-0.0069035198872512415
2021-10-13 00:00:00,0.0829,0.07484,56934492.0,1.934698224761962,0.9722760247116141,24.593641190813894,0.0035006834521826456,0.10769641902725802,0.008441909754647314
2021-10-13 01:00:00,0.07719,0.08289,35641101.0,3.101344552935146,1.4196507902997884,28.19368395908538,0.0031812726180343483,-0.06887816646562128,-0.00330501015530138
2021-10-13 02:00:00,0.07616,0.07719,18911596.0,0.6937186736797529,1.5785320348051943,24.100833758151985,0.003256973773250858,-0.013343697370125529,0.0023465467000809426
2021-10-13 03:00:00,0.07647,0.07616,25224710.0,0.5799283301694803,1.5685895306175446,21.979594167475256,0.003273399206810167,0.004070378151260323,-0.0023662202082401773
2021-10-13 04:00:00,0.0753,0.07647,9406044.0,0.48000504714850106,1.5799907065291612,22.21663614014895,0.0032670602870627993,-0.015300117693212933,-0.0036454200147415516
2021-10-13 05:00:00,0.07162,0.0753,18635101.0,0.05337540624774796,1.628479000047762,20.683754862371234,0.003015159263096416,-0.048871181938911046,-0.01866287382581422
2021-10-13 06:00:00,0.07247,0.0715,9739151.0,-1.29123055452873,1.8534153068442285,19.931815513265008,0.003031339603002712,0.011868193242111191,0.00585214809210588
2021-10-13 07:00:00,0.07341,0.07192,7582389.0,-1.203037900393216,1.8568846113480624,20.022389083784958,0.0030278454529393964,0.01297088450393269,-0.01340372109826582
2021-10-13 08:00:00,0.07329,0.07312,7217438.0,-1.2464707465023577,1.6621245571322634,23.088818527318693,0.0029259183775759913,-0.001634654679199099,-0.0001812590251889512
2021-10-13 09:00:00,0.0789,0.07328,13682186.0,-2.023606991106903,1.6715187265475937,23.213133976987855,0.0029249391881401693,0.07654523127302504,0.005180552984201725
2021-10-13 10:00:00,0.07703,0.07886,9185383.0,-1.6040936856709915,1.836599335418497,28.497021282559853,0.0029251576664555685,-0.023700887198985998,-0.0042025127265923334
2021-10-13 11:00:00,0.07502,0.07651,9100544.0,-1.7149587020077943,1.8807100162411452,19.536129581417505,0.0023154524651855845,-0.026093729715695124,0.010099470749240558
2021-10-13 12:00:00,0.0793,0.07502,9566629.0,0.010743915143518445,1.6496031639983129,15.537888314872925,0.002299815365697298,0.05705145294588099,-0.003111261560597045
2021-10-13 13:00:00,0.0759,0.07925,17561257.0,-0.09358227254569959,1.56808272420335,18.272711292464912,0.002305311763441504,-0.04287515762925598,-0.0023515390016997095
2021-10-13 14:00:00,0.08116,0.07587,21948398.0,-0.04306062564659166,1.612587630412953,15.876908388284386,0.002173965579145481,0.06930171277997377,0.015925918101834302
2021-10-13 15:00:00,0.0804,0.08024,37850582.0,1.5839036064135368,1.8756352364811026,21.625015675028664,0.0021056079110850154,-0.00936421882700833,0.006677346836452269
2021-10-13 16:00:00,0.08125,0.08075,25127971.0,1.7837031119341376,1.8049159684962113,17.88716384351986,0.002110284070348442,0.010572139303482553,0.013982659322880009
2021-10-13 17:00:00,0.0776,0.08124,27958524.0,1.0844871482361003,1.7026419691634058,15.86762250139474,0.0021158943223424107,-0.044923076923076954,-0.0010540296438374952
2021-10-13 18:00:00,0.07693,0.07779,16431155.0,0.36909813890069654,1.7310857801214845,12.42092626708024,0.002134413013525153,-0.008634020618556781,0.0015218864571091562
2021-10-13 19:00:00,0.07853,0.07678,14992235.0,-0.010376145885357816,1.7257491343856772,11.571449859832212,0.0021362060082997687,0.020798128168464824,0.005417244749509997
2021-10-13 20:00:00,0.076,0.0789,18130980.0,0.11547175274309555,1.7431865408168936,11.939145138195425,0.0021077801036837726,-0.03221698713867316,-0.005180299637525643
2021-10-13 21:00:00,0.07559,0.076,12636786.0,-0.451780675033918,1.8050523419795947,10.69444249427613,0.0021190838370053235,-0.00539473684210523,0.009330870793526902
2021-10-13 22:00:00,0.0775,0.07562,20400153.0,-0.755183641271328,1.720086022974106,10.021877594627487,0.0020871040058609005,0.025267892578383355,-0.002263294311197539
2021-10-13 23:00:00,0.0764,0.07702,8472440.0,-0.9484949623321122,1.6943432028730683,10.791442066889351,0.0020825627435478006,-0.014193548387096855,-0.00027917510552710745
2021-10-14 00:00:00,0.07496,0.07641,10898375.0,-0.8333086638132761,1.7036255013450257,9.936623177531132,0.002086089835200365,-0.01884816753926699,0.006277441581722831
2021-10-14 01:00:00,0.07607,0.07451,24184189.0,-0.9646680693795853,1.63183929931507,8.998959204866718,0.0020905940501364712,0.014807897545357607,0.009935136565903502
2021-10-14 02:00:00,0.07661,0.07607,14853516.0,-1.3609325051029013,1.6223185749005096,10.082955356315953,0.001972006159489635,0.007098724858682681,-0.0014704729612561307
2021-10-14 03:00:00,0.07583,0.07679,9502129.0,-2.028405690340624,1.6203610129185024,10.313658554427095,0.001971744710814071,-0.010181438454509917,-0.002463959609201871
2021-10-14 04:00:00,0.0764,0.07541,6189960.0,-2.036387276196001,1.6347790449881103,10.074658206467,0.001973397028094074,0.007516813925886767,-0.0013949972275700828
2021-10-14 05:00:00,0.07576,0.0763,5984176.0,-1.858661270778749,1.632452802589562,9.526678515906402,0.001959788237696958,-0.008376963350785416,-0.00040627140964966113
2021-10-14 06:00:00,0.0721,0.07537,12017823.0,-1.77845004382847,1.6407288700971945,10.213716170894049,0.0019202133228179833,-0.048310454065469854,-0.0048708554816230265
2021-10-14 07:00:00,0.07725,0.0717,11503578.0,-2.451096902925364,1.7400543654591545,9.463164921294622,0.001937021998442502,0.0714285714285714,-0.005288387528933014
2021-10-14 08:00:00,0.07779,0.07725,6065852.0,-1.9976901026870237,1.553089829092761,11.689637839331386,0.0019781925046111555,0.006990291262136017,0.0015310260645642337
2021-10-14 09:00:00,0.07524,0.07779,10273384.0,-1.7928708599840246,1.5564448087799128,10.38324538543193,0.0019405601445385548,-0.032780563054377154,-0.0007757405163634212
2021-10-14 10:00:00,0.07644,0.07498,5495937.0,-1.3929614663393488,1.576087247229422,8.584292843741785,0.0019219424382407567,0.01594896331738438,0.004337279655274751
2021-10-14 11:00:00,0.07275,0.07655,17400968.0,-1.1062008149626383,1.5915203724130198,9.493889387260339,0.0018664419166286236,-0.048273155416012514,-0.0007781919002500803
2021-10-14 12:00:00,0.07013,0.07275,14796602.0,-1.9536827575802111,1.621208140346384,8.912682278849521,0.0018811262352363895,-0.03601374570446736,-0.001040826678063933
2021-10-14 13:00:00,0.0691,0.07015,44030467.0,-2.47337059981764,1.648400216114224,9.185950890311096,0.0018634137398774525,-0.014687009838870724,-0.002629097183487361
2021-10-14 14:00:00,0.06825,0.0695,24386032.0,-2.911563802270641,1.667138236979155,9.371575667161066,0.0018608403218825843,-0.012301013024601848,-0.0005777141330439717
2021-10-14 15:00:00,0.06643,0.06825,44015114.0,-3.0402748353163105,1.6754721837013455,9.150635999580771,0.0018626255580973339,-0.026666666666666727,-0.0007674777637954877
2021-10-14 16:00:00,0.06901,0.06643,51401771.0,-3.306350465249091,1.6920785047455509,9.680074846087171,0.0018447126547493958,0.03883787445431275,-0.0038422546156847703
2021-10-14 17:00:00,0.07128,0.06949,27879150.0,-3.333632080961629,1.6069617755388799,10.793438399034969,0.0018565722776895833,0.03289378350963612,0.0012824234283792535
2021-10-14 18:00:00,0.06768,0.07095,15000634.0,-3.2522970092617896,1.6249006965355617,12.280415235725181,0.001851444285668371,-0.050505050505050386,0.015212530076495367
2021-10-14 19:00:00,0.06719,0.06775,11361790.0,-3.758748153301193,1.13898394464959,10.59931118014114,0.0018919912344695332,-0.007239952718676168,-0.003210033464400741
2021-10-14 20:00:00,0.06831,0.0668,10017541.0,-3.641934856149535,1.1445515379780933,10.645074909347736,0.0018916802699967595,0.016669147194522838,-0.0075933921402076
2021-10-14 21:00:00,0.06827,0.06831,13330228.0,-3.328511739938746,1.0546998585432947,10.437518348262232,0.001890227741167892,-0.0005855658029570998,0.005691393093337993
2021-10-14 22:00:00,0.06734,0.06847,10512177.0,-3.2084171035654805,1.0385719268921398,11.039654422938304,0.0018798087432269493,-0.013622381719642584,-0.0027301336467071557
2021-10-14 23:00:00,0.06573,0.06725,10509888.0,-3.5352838591887923,1.0524274115244374,11.603031790324417,0.0018705999651937263,-0.023908523908523938,-0.004262300659803375
2021-10-15 00:00:00,0.06434,0.06567,20014004.0,-3.824410942433871,1.0902602718399048,11.623183678599833,0.0018711761132496976,-0.02114711699376237,-0.0050957548277521525
2021-10-15 01:00:00,0.06398,0.06408,27593622.0,-3.842364380522384,1.1246191329272492,11.029955039901804,0.0018724614832822952,-0.005595275101025754,0.003514276672317296
2021-10-15 02:00:00,0.06465,0.06396,14697168.0,-3.455470344164252,1.111802731688494,9.294228581002633,0.0018381860120791108,0.010472022507033607,0.03222650366864288
2021-10-15 03:00:00,0.06798,0.06465,20244464.0,-3.394712906144529,0.8734466954525217,10.579683953033355,0.0017852398027741838,0.051508120649651934,0.005644752425469024
2021-10-15 04:00:00,0.06292,0.06765,21251676.0,-3.641865961641594,0.945503291419811,11.99193190208641,0.0017964321753931565,-0.0744336569579287,0.0027439572634375686
2021-10-15 05:00:00,0.06027,0.063,47498790.0,-4.2210409689751085,0.8986377007784973,11.42756462503956,0.0018366610343001778,-0.0421169739351559,-0.0008946468979842415
2021-10-15 06:00:00,0.06196,0.06025,17215319.0,-4.48333180124443,0.9191228476114921,10.645111738401074,0.0018496552194463426,0.028040484486477668,0.001664126233822616
2021-10-15 07:00:00,0.05801,0.06161,21696743.0,-4.2176971741479825,0.9249472325351691,11.482287352093659,0.0018533837393489014,-0.06375080697224023,-0.007269190016275018
2021-10-15 08:00:00,0.05602,0.05839,29257145.0,-4.511116978342592,1.065775608798327,10.623998741512787,0.0018755597743075562,-0.034304430270643005,-0.004501856059480391
2021-10-15 09:00:00,0.0591,0.05646,16833280.0,-4.606629939456321,1.1084261568589302,10.418992185805303,0.0018795649343688902,0.05498036415565877,0.006998992293017814
2021-10-15 10:00:00,0.052,0.05908,42433910.0,-4.534267144317344,1.2123157024818674,12.690056784217006,0.0018670288894198676,-0.12013536379018619,-0.0011617318749109762
2021-10-15 11:00:00,0.05236,0.05215,43088502.0,-5.6568918942501725,1.284616739870553,12.12839259513582,0.0019331132215869439,0.00692307692307681,0.004067839598079548
2021-10-15 12:00:00,0.05799,0.05249,39425131.0,-6.157410524711226,1.2920296726632805,13.273386117312223,0.0019150177446159774,0.10752482811306341,-0.004432276445062389
2021-10-15 13:00:00,0.0587,0.05799,26514567.0,-5.7297531019880275,1.0845218764499043,17.926625378628913,0.0020062039033585076,0.012243490256940825,0.011688590153856593
2021-10-15 14:00:00,0.0589,0.0587,19180684.0,-5.638734179250876,1.093687044741883,17.763366642877713,0.0020060526995262402,0.0034071550255536653,0.0016973636752166676
2021-10-15 15:00:00,0.05713,0.05889,18774804.0,-5.385235677652991,1.0935840126441136,18.820836934301976,0.0019992883252450367,-0.03005093378607815,-0.0009199074565774401
2021-10-15 16:00:00,0.05575,0.05707,17102999.0,-5.807620915582877,1.1073718497866223,20.39704300145812,0.001964770639575383,-0.024155434972868872,0.023620701146360945
2021-10-15 17:00:00,0.05471,0.05547,26167509.0,-6.586509107185763,0.8042885822029258,21.785172315341427,0.0019478786490261738,-0.018654708520179364,0.005090209562776948
2021-10-15 18:00:00,0.053,0.05471,34764033.0,-7.02450242331064,0.7818140724978122,22.36294725466523,0.0019418982540120287,-0.03125571193566079,-0.001588596439658918
2021-10-15 19:00:00,0.05697,0.053,32268688.0,-6.990845771170178,0.801138670128513,21.326715378222083,0.0019512190667343326,0.07490566037735857,-0.0034406497249556134
